"artists","Count"
"Pineapple StormTv, Salve Malak, Mc Poze do Rodo, Luiz Lins, MC Hariel, Azzy, JayA Luuck, Oruam, Slipmami, MC Cabelinho, Chefin",55
"Pinguini Tattici Nucleari",55
"Václav Neckář",55
"2KE, 808iuli",54
"4batz",54
"Burak Bulut, Kurtuluş Kuş",54
"Diego & Victor Hugo, Luan Pereira",54
"Fred again.., Anderson .Paak, CHIKA",54
"Gabito Ballesteros, Junior H",54
"Gyubin",54
"HBz, 2 Engel & Charlie",54
"Hotel Ugly",54
"Il Tre",54
"Jimmy Maradona, QuayR Musiq, Mellow & Sleazy, Ch'cco, LeeMcKrazy",54
"Lola Indigo, Quevedo",54
"Max Oazo, Erik Van Tools",54
"Mr.Rain",54
"OBLADAET",54
"Rap La Rue, Jiyo",54
"Sachet Tandon, Parampara Tandon, Sachet-Parampara",54
"Separ, Dano Kapitán",54
"Sushin Shyam, Pranavam Sasi, Vinayak Sasikumar",54
"Thaman S, Sri Krishna, Sahithi Chaganti, Mahesh Babu, Saraswati Putra Ramajogayya Sastry",54
"Tony Effe, Lazza, Capo Plaza",54
"Wizard Chan, Joeboy",54
"Yaisel LM, B One El Productor De Oro",54
"Yoyo Sham",54
"ZIAD ZAZA, ZIEN4L",54
"mrld",54
"лампабикт, Элли на маковом поле",54
"1986zig",53
"Andree Right Hand, RHYDER, WOKEUP",53
"BM, Phontana",53
"Blackie",53
"Burhan G, Frida Brygmann",53
"Charlotte Duval",53
"DEAD BLONDE",53
"ElGrandeToto, Unknown T",53
"Felipe Amorim, Mc Mika",53
"Gigi D'Agostino",53
"Grupo Frontera, Christian Nodal",53
"Icy Subzero, CLARA",53
"Karun, Lambo Drive, Arpit Bala, ReVo LEKHAK",53
"Käärijä, Joost",53
"La Perversa, Loco Prieto Oficial, Mapa Negro",53
"Mad Clip",53
"Oki, Sobel",53
"Otsochodzi, Taco Hemingway, lohleq",53
"Puya, IRAIDA",53
"Rhove",53
"Stormy, Draganov",53
"The Minds Of 99",53
"Verde",53
"Yaisel LM",53
"rares, Gheboasă",53
"Astknan Maghribi",52
"Aws Al Saber",52
"B Ray",52
"BARBEL, Nerry Money",52
"Daniil, Friðrik Dór",52
"Disclosure, Eliza Doolittle, Rivo",52
"GREY D",52
"Herra Hnetusmjör, Björgvin Halldórsson",52
"INJI",52
"KERZA",52
"Kidd, Venom, Oge",52
"ODUMODUBLVCK, Blaqbonez, Lekaa Beats",52
"Russ Millions, UZI",52
"SOOBIN, tlinh",52
"Sosa La M",52
"Uncle Waffles, Royal MusiQ, Ohp Sage, Pcee, Djy Biza",52
"اسلام كابونجا, كلوشه",52
"张远",52
"Anirudh Ravichander, Super Subu",51
"Bogdan DLP, Ian",51
"Britney Manson",51
"Bubbi Morthens",51
"Cher",51
"Cyndi Wang",51
"DrefQuila, Kidd Voodoo, Easykid, Ovyze",51
"Engel Montaz, Sacra Mr Melody",51
"FiNCH, SDP, Phil The Beat",51
"Flora Matos",51
"Flow G",51
"Galena, Tzankǎ Uraganu",51
"Gianluca Gallo",51
"Gusttavo Lima",51
"Kidd Voodoo, Dysbit",51
"Malik Montana, Lil Tjay, Geenaro & Ghana Beats",51
"Mc Pogba, DJ Guih Da ZO",51
"Miriam Bryant",51
"Nasrat Albader, عثمان عبود",51
"PATR!K",51
"PEDRO SAMPAIO, Gasparzinho, MC Meno K",51
"Randi Oline",51
"SVM!R",51
"Ski Aggu",51
"TOQUEL, FLY LO, Baghdad",51
"Tchubi",51
"The Limba, Misha Miller, Andro, Dyce",51
"Umay Shahab, Natania Karin",51
"XG",51
"Платина",51
"A-Reece",50
"ANNA, Artie 5ive",50
"ANNA, Guè",50
"ANNA, Niky Savage",50
"Assala Nasri, Ahmed Saad",50
"Billkin",50
"BoyPee, Hyce, Brown Joel, Davido",50
"Brown Joel, BoyPee, Hyce",50
"CK YG, HELLMERRY",50
"Carina Dahl, Halva Priset",50
"DAY6",50
"Drake, 21 Savage",50
"Ellinoora, Samuli Putro",50
"Favé",50
"Gino Mella, Jairo Vera",50
"JANAGA, Sevak",50
"KKevin, T. Danny",50
"LUDMILLA",50
"Luciano, Morad",50
"Nause, Hogland, Veronica Maggio",50
"Omar Montes, JC Reyes",50
"Pablo Chill-E",50
"ROPEX LATERIO, Lava, Paris Kalpos",50
"Realest Cram",50
"Realest Cram, ENZO MF",50
"Sal Priadi",50
"Sara Bee",50
"Shiki, Obito",50
"Ski Aggu, Ikkimel",50
"Slings, Shiva, Niky Savage, Finesse",50
"TOQUEL, Roran, Beyond",50
"VÆB",50
"Yung Filly",50
"emma",50
"girl in red",50
"ABBA",49
"AHTI",49
"ANNA, Tony Boy, thasup",49
"Aarne, BUSHIDO ZHO",49
"Ane Norum Kvistad, BlimE!",49
"Anuel AA, Mambo Kingz, DJ Luian",49
"Bakar, Summer Walker",49
"Bella Shmurda",49
"Bunny, Hunny, Sagar",49
"Camila Cabello, Playboi Carti",49
"Dimoff, Bilyanish",49
"Dionela",49
"FLY LO, Mike G",49
"Fagata",49
"Jere Klein, Adan La Amenaza",49
"Khuthuza, MAFIKIZOLO",49
"Kidd",49
"LAGOS, Danny Ocean",49
"Malte Ebert",49
"Petit",49
"Radja",49
"Rombai, Cami Raj",49
"SAIKO, Bryant Myers",49
"Tinashe",49
"VZS",49
"White Queen",49
"lucidbeatz",49
"Ayoub Anbaoui, ElGrandeToto",48
"Bermudu Divstūris, Apvedceļš",48
"Bizarrap, Quevedo",48
"Cristian D, ADF Samski, Lil Kleine, $hirak",48
"Favst, Gibbs, Szpaku, Kiełas",48
"Fran C, Jere Klein",48
"G. Oka",48
"Karna.val",48
"Kelvin Momo, Babalwa M, Stixx, Nia Pearl",48
"Kendrick Lamar, SZA",48
"Mora, SAIKO",48
"NDX A.K.A.",48
"Nik Tendo",48
"Otsochodzi, lohleq",48
"Ovy On The Drums, Myke Towers, Saiko",48
"Pil C, Viktor Sheen",48
"RAF Camora",48
"Smash Into Pieces",48
"Sushin Shyam, Sreenath Bhasi, Vinayak Sasikumar",48
"Suvi Teräsniska",48
"Tam Sir, Team Paiya, Ste Milano, Renard Barakissa, Tazeboy, PSK",48
"Tml Vibez, Seyi Vibez",48
"V:RGO, Molec",48
"kent",48
"Asake, Olamide",47
"Bloody Hawk, Wang",47
"DOYOUNG",47
"Grupo Niche",47
"Hotkid",47
"Jolin Tsai",47
"K2S",47
"LA SAD",47
"La Deskarga",47
"Lia Larsson",47
"Mads Langer",47
"Malte Ebert, Svea S",47
"Mando Diao",47
"Medy, Capo Plaza",47
"Męskie Granie Orkiestra, Daria Zawiałow, Mrozu, Kacperczyk",47
"Noah Carter, Benny Jamz",47
"PATR!K, Daniil",47
"Peter Schilling",47
"Remp, Oscar Maydon, Victor Mendivil",47
"SAIKO, Quevedo, Feid, Mora",47
"Tivi Gunz",47
"Xolidayboy",47
"dabbackwood",47
"leftovermax",47
"Í svörtum fötum",47
"Øneheart",47
"Цинк Уродов",47
"BM, Callejero Fino, La Joaqui, Lola Indigo",46
"Cledos, VJ",46
"Ege Zulu",46
"Eminem, Sly Pyper",46
"Emrah",46
"Engel Montaz, Latinnites Music",46
"Ferrugem, Sorriso Maroto",46
"JC NO BEAT, DJ F7, MC Meno Dani, Silva Mc",46
"Jay Smith",46
"KKevin, Bruno X Spacc",46
"Kim Loaiza",46
"Kombinaciya",46
"Lege-Cy",46
"Lola Indigo, SAIKO",46
"MC K.K, Love Funk, LeoZera",46
"Mari Fernandez",46
"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",46
"Natalija Bunke, Remis Retro",46
"No Limit, Gazo, Damso",46
"Ouidad",46
"Rytmus",46
"Sfera Ebbasta, thasup, Tony Effe",46
"Tanya Chua",46
"TopGunn",46
"Trinix, One-T",46
"koira",46
"tripleS",46
"14 Casper, Bon Nghiêm",45
"Abduh",45
"Arttu Wiskari",45
"Becky G, KAROL G",45
"Bres, Onad, Kidd",45
"Brytiago",45
"Charlie Puth, Selena Gomez",45
"Chef'Special",45
"DJ Bliss, BIA",45
"Dani Flow, El Bogueto, Uzielito Mix",45
"Essam Sasa, Hoda Bondok",45
"Ewa Farna",45
"Fabri Fibra, Emma, Baby Gang",45
"Felo Le Tee, Scotts Maphuma, Thabza Tee, DJ Maphorisa, Djy Biza",45
"Friðrik Dór",45
"GJan",45
"Geolier, Lazza, Takagi & Ketra",45
"Gibbs, DOPEHOUSE",45
"Gulddreng",45
"Gyllene Tider",45
"Haris Alexiou, LEX",45
"Hjalmer",45
"Holden",45
"IDK, RAVA",45
"Jenni Vartiainen",45
"KAROL G, Dei V",45
"Kwiat Jabłoni",45
"Pogány Induló, VZS, Hibrid",45
"Postgirobygget",45
"SPF",45
"Soolking, DYSTINCT, Unleaded",45
"Stray Kids, Charlie Puth",45
"Torino, Pashata, Kamelia",45
"andreas odbjerg, Lamin, Ida Laurberg",45
"Alessio, Sluwe Ollie",44
"Astrid",44
"BSW",44
"Bausa",44
"Bausa, Coucheron",44
"Big Baby Tape, Aarne, Платина",44
"Calvin Harris, Disciples",44
"Eldab3",44
"Gino Mella, Ak4:20, Best",44
"Helgi Björnsson",44
"KESI, Hans Philip",44
"Klaudy",44
"Koe Wetzel, Jessie Murph",44
"LBI利比",44
"Light, Hawk",44
"MC Torugo, Dj Ramon Sucesso",44
"MEYOU, PUN",44
"Magdy El Zahar",44
"Maria Mena",44
"Mc IG, MC Ryan SP, MC PH, DJ Glenner, DJ Oreia, Gabb MC, MC Bruno MS, MC GP, MC Rhamon, Mc Dena, TrapLaudo",44
"OLAS, Jānis Krūmiņš",44
"PHARAOH",44
"Parmish Verma, PARDHAAN",44
"Patoranking, Victony",44
"ROSALÍA, Rauw Alejandro",44
"Reyn, Mwuana",44
"Sfera Ebbasta, ANNA",44
"Soushi Sakiyama",44
"Tebza De DJ, DJ Nomza The King",44
"Teys, SwKeith, Jthekidd, YP",44
"Usimamane",44
"Yanek, Block 93",44
"21 Savage, Young Thug, Metro Boomin",43
"Alessandra Amoroso, BigMama",43
"Alles Kids, Sinterklaasliedjes Alles Kids",43
"Baggalútur, Valdimar Guðmundsson, BRÍET",43
"Bazsi",43
"Eden Hason, Jasmin Moallem",43
"El Alfa, Pop Smoke, Junior H",43
"Ggoldie, Chley, Ceeka RSA, T.M.A_Rsa, RIVALZ",43
"Idan Amedi",43
"Key-Key, Ozuna",43
"Leona Lewis",43
"Lida",43
"Mihályfi Luca, Ekhoe",43
"NIKI, 88rising",43
"Olamide, Fireboy DML, Asake",43
"Percy, 4ourYou, GENA DESOUZA",43
"Pogány Induló, Ótvar Pestis",43
"Rap La Rue, Haaland936, Amo",43
"Separ, Grimaso",43
"V:RGO, Mishell",43
"VIIVI",43
"fleurnothappy",43
"4batz, Drake",42
"53 UNIVERSE, YBJ, Akkimwaru, DKyoumadethis, Meorey",42
"Abd El Basset Hamouda, Mahmoud El Leithy, Hamdy Batshan, Ali Rabee, Osos, Hassan El Kholaey",42
"Agust D, IU",42
"Averagekidluke, KERZA, william",42
"BSS",42
"Bargee, Tyr",42
"Blessd, Peso Pluma, SOG",42
"Cazzi Opeia",42
"De Fam",42
"Double Zuksh",42
"Drake, SZA",42
"ElGrandeToto, Oxlade",42
"Eliza Maturan",42
"Fares Sokar",42
"Farid, Muslim - مُسلِم",42
"Figoshin, Norfafrica",42
"Grupo Marca Registrada",42
"Gusttavo Lima, Wesley Safadão",42
"Hannah Laing, RoRo",42
"Ingebjørg Bratland, Ina Svenningdal",42
"Isabel Aaiún",42
"Ivayla, Ilian Boyd",42
"Jenni Vartiainen, Etta",42
"Julie, Martin Brygmann",42
"Kabin Crew, Lisdoonvarna Crew",42
"Kharishma, Ba Bethe Gashoazen",42
"Kidd Voodoo, La Joaqui, Dysbit",42
"M.G.L., Erika Isac",42
"MC 張天賦, 姚焯菲",42
"MD$, Lauri Haav, Etta",42
"OBOY",42
"Rocazino",42
"Sfera Ebbasta, Guè",42
"VJ, baka®",42
"kuqe 2115, francis, bambi",42
"AKMU",41
"Alan Walker, Ina Wroldsen",41
"Armin van Buuren, Chef'Special",41
"Bvcovia, YNY Sebi, Snoop Dogg",41
"Cevher",41
"Claniel",41
"Ikka, Diljit Dosanjh, Badshah, Sez on the Beat",41
"Jamaika",41
"Juice, S.O.A.P., Christina, Remee",41
"KOLA",41
"Kappa Jotta, MUN",41
"Khiem",41
"Kurtuluş Kuş, Burak Bulut",41
"Mark Ronson, Amy Winehouse",41
"Mustafa Sandal",41
"Mzukulu, Shenge wasehlalankosi",41
"NATTAN, Felipe Amorim",41
"Rolf Zuckowski",41
"SOOBIN",41
"Saif Amer",41
"Sorriso Maroto, Ferrugem",41
"Strat, DIFF",41
"The Real Prechly, Shallipopi, DJ Guti BPM, Dj Lux",41
"Tino Martin, Anouk",41
"Tugan, Ortiz, Skoul",41
"W/N, 267",41
"Yıldız Tilbe",41
"danicpeepner",41
"lille Caesar",41
"Alvaro Diaz",40
"Björgvin Halldórsson, Ruth Reginalds",40
"Brett Eldredge, Meghan Trainor",40
"Buray",40
"Chase & Status, Hedex, ArrDee",40
"Filow",40
"Gemitaiz, Nayt",40
"Ghali, Simba La Rue",40
"Goldband",40
"HubbaBubba, Luigi",40
"Kidd Voodoo, LACUEVA",40
"LSP",40
"Lauana Prado, Zé Neto & Cristiano",40
"Liaze, equal",40
"Magasinet, bibbebaby, b.G",40
"Mustafa Mert Koç",40
"Nebulossa",40
"Pablo Chill-E, Milly, La Kikada",40
"Pihlaja",40
"Sharmoofers",40
"Viktor Sheen, Annet X",40
"Viktor Sheen, Yzomandias",40
"costee",40
"reidenshi",40
"A36, estraden",39
"Alişan",39
"Andree Right Hand",39
"BHZ, Monk, Ion Miles",39
"Beathoven, Randi Oline",39
"Björgvin Halldórsson",39
"Carola",39
"Caroline Castell",39
"Chris Jedi, Gaby Music, Dei V, Anuel AA, Ozuna",39
"Derya Bedavacı",39
"Dzsúdló",39
"Emilia, NATHY PELUSO",39
"GEMN, 中島健人, Tatsuya Kitani",39
"Holy Molly, RAVA",39
"Jacqline",39
"Jay Chou, Ashin Chen",39
"Jere Klein, Nes, Mateo on the Beatz",39
"Kidd Voodoo, DrefQuila",39
"Kitchie Nadal",39
"Mc IG, MC Ryan SP, MC PH, DJ Glenner",39
"Meghan Trainor",39
"PTM, LON3R JOHNY, Richie Campbell, Plutonio, Van Zee, ProfJam, Lhast",39
"Page Four",39
"Pil C, Luca Brassi10x, Cédric",39
"Rap La Rue, Amo, Kauta, Haaland936",39
"Saad Lamjarred, Shreya Ghoshal, Rajat Nagpal",39
"Spekti",39
"TIX, Kudos",39
"Timethai",39
"TopGunn, Lamin",39
"Toxi$, GENSYXA",39
"TrapLaudo, MC PH, Murillo e LT no Beat",39
"Triad",39
"Wanitwa Mos, Nkosazana Daughter, Master KG, Casswell P",39
"AMEE",38
"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh",38
"Adam, Ivayla",38
"Afroto, Moaaz Hamed",38
"Aisha Retno, Aziz Harun",38
"Ares",38
"Asme, Owen",38
"BRÍET",38
"Baby Gang, Maes",38
"Campbell, Alcemist",38
"Dn7 Music, Juan Palau, Adexe & Nau, Kevin Bury, Kiño, Juanfran, Carlos Heredia, Leyvan",38
"El Alfa, BeezyRD",38
"Eleni Foureira, ARCADE",38
"Fred again.., Jozzy",38
"Glass Animals",38
"Hassa1",38
"J Balvin, Feid",38
"JVLI, Emma, Olly",38
"Jefferson Moraes",38
"Jere Klein, El BAI",38
"La Receta",38
"Luan Pereira, Hugo & Guilherme",38
"MILLI, Flower.far, GALCHANIE",38
"Maanu",38
"Matuê, MC Ryan SP",38
"MilleniumKid, JBS",38
"Obito, Shiki, VSTRA",38
"Omer Adam, Infected Mushroom",38
"Ozuna, Anuel AA, Mambo Kingz, DJ Luian",38
"Rytmus, Maxo",38
"SHOWER",38
"Simba La Rue",38
"Super Rob, Erika Norwich",38
"Svala, Björgvin Halldórsson",38
"Taco Hemingway, Dawid Podsiadło, @atutowy",38
"Talwiinder, NDS",38
"Trap19 Connection, Kotenceto",38
"Trobi, Ronnie Flex, Tabitha",38
"V:RGO, Emil TRF",38
"Мираж",38
"Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",37
"Alan Walker, Putri Ariani, Peder Elias",37
"Ayra Starr, Asake",37
"Baby Gang, Bobo, Morad",37
"Bruno X Spacc, KÚTVÖLGYI SÁRA",37
"Burhan G",37
"Carson Coma, Beton.Hofi",37
"Daniil, Aron Can",37
"Dzsúdló, Signo",37
"E.M.D.",37
"Eminem, Jelly Roll",37
"Fimie Don",37
"Fouad Abdulwahed",37
"Glenn Jones",37
"HEARTSTEEL, League of Legends, BAEKHYUN, tobi lou, ØZI, Cal Scruby",37
"Jonatan, Bletka, Gibbs",37
"Jore & Zpoppa",37
"Jul, PLK",37
"JustaTee, BigDaddy",37
"JóiPé, Króli, USSEL",37
"Kadu Martins",37
"Kocchi no Kento",37
"Loredana Bertè",37
"Madhur Sharma, Swapnil Tare, Nusrat Fateh Ali Khan",37
"Masdddho",37
"Måneskin",37
"Pirlo, Ovi, Blessd",37
"Rema, ODUMODUBLVCK",37
"Ren Ran",37
"Roc Boyz, ORIO",37
"SANNI, Gettomasa",37
"SIDARTA, Yll Limani",37
"Shakira",37
"Trannos, Arab",37
"Trannos, SNIK",37
"TrapLaudo, Mc IG, MC PH, MC Ryan SP, Mc Don Juan, Dj Murillo e LT no Beat",37
"Valentino GRM",37
"Werenoi, SDM",37
"YUQI",37
"Zé Felipe, Luan Pereira, DENNIS",37
"nublu, gameboy tetris, Raul Ojamaa",37
"twocolors, Safri Duo, Chris de Sarandy",37
"AUT of ORDA",36
"AVA, Capo Plaza, Tony Boy",36
"Bryant Myers, Cris Mj",36
"Cardenales Del Exito",36
"Diego & Victor Hugo, Guilherme & Benuto",36
"Diegote",36
"Don Xhoni, Dhurata Dora",36
"Ebru Yaşar, Siyam, Zeyd",36
"El Gudi, Yeri Mua, Jey F, Alan Dazmel, Oviña",36
"Gunilla Persson",36
"ITZY",36
"Imagine Dragons",36
"Joey Moe",36
"Korelon, Turisti",36
"LIZOT, KYANU",36
"Mihályfi Luca, Csoky",36
"Nik Tendo, Ben Cristovao",36
"Nothing But Thieves",36
"ONE OK ROCK",36
"Omar Montes, Rels B",36
"Parmish Verma, PARDHAAN, Desi Crew",36
"Pierre Garnier, Star Academy",36
"SHRTY, Blacflaco",36
"Saske, RACK, Beyond",36
"Sickan, Yasin",36
"Torino, Pashata, Камелия",36
"White 2115, Mata",36
"White 2115, Pedro, DKanee",36
"bnkr44",36
"jambo",36
"jambo, Mikael Gabriel",36
"tlinh",36
"uniqe, nkeeei, ARTEM SHILOVETS, Babyface Melo",36
"01099, Gustav, Paul, Zachi",35
"AlbertNbn, RUL",35
"Anders Matthesen",35
"Bee Remix",35
"Calvin Harris, Ellie Goulding",35
"Capo Plaza, Tedua",35
"Christopher",35
"Cleffy",35
"DIDIxDADA",35
"Daniel Caesar, H.E.R.",35
"Emanuela, Djordan",35
"Estopa",35
"Geolier, Dat Boi Dee, Poison Beatz",35
"Gettomasa, Kube",35
"Gino Mella, Julianno Sosa, Moustache",35
"Gzuz, Bausa",35
"Ian, Oscar",35
"Inas X, Dr. Chaii",35
"KERZA, william",35
"Karim B",35
"Kid Yugi, Sfera Ebbasta, Shablo",35
"LIAMOO",35
"LIL GNEEFF",35
"ME:I",35
"Mohelá, Naod",35
"Omar Geles, Esmeralda",35
"Over October",35
"Peso Pluma, Ivan Cornejo",35
"RAVA, Iustin",35
"SANTI SERRA",35
"Sfera Ebbasta, Tedua",35
"Tony Effe, Simba La Rue",35
"Vivienne Mort",35
"Xolly Mncwango",35
"AUR, ZAYN",34
"Alan Gomez, BM",34
"Arma Jackson, Josman",34
"Azahriah, DESH, Young Fly, Lord Panamo, Copy Con",34
"Bing Crosby, The Andrews Sisters",34
"Birgitta Haukdal",34
"Bonez MC, Ufo361",34
"Casper Walsh",34
"Darin",34
"Dlala Thukzin, Funky Qla, Zee Nxumalo, MK Productions",34
"Ida Laurberg",34
"Ivan Greko, Oge",34
"Javier Rosas Y Su Artillería Pesada, Lupe Borbon y su Blindaje 7",34
"KESI, Lamin",34
"Kali Uchis",34
"Kudos, b.G, Phill",34
"Lune, SHABAB",34
"MEL GRANDA, KEVIN ROLDAN, Poo Bear",34
"MERO, AYLIVA",34
"Magzim, BOILERS",34
"Marvin Gaye, Tammi Terrell",34
"Mille",34
"Mohbad, Bella Shmurda",34
"Mounim Slimani",34
"NOT BAD BOY",34
"Olamide, Pheelz, Young Jonn, Lil Kesh",34
"RICTA, Savv, Night Grind",34
"Rhymastic",34
"Rihanna, Calvin Harris",34
"TALI",34
"Toxi$, Big Baby Tape",34
"Viktor Sheen, Calin",34
"Zé Neto & Cristiano, Luan Santana",34
"skrt cobain, Mark Forster, Ski Aggu",34
"Adekunle Gold, Zinoleesky",33
"Aitana, Sebastian Yatra",33
"Anne Grete Preus",33
"Arcángel, Bad Bunny",33
"Baby Gang, Higashi, Lazza, Tedua",33
"Baggalútur, Friðrik Dór",33
"Bakødda, Mr Goofy",33
"Beton.Hofi, toldyuuso",33
"BigDaddy, Emily",33
"BigXthaPlug",33
"Bích Phương",33
"Carmon, Jamaika",33
"DJ KSB, LeeMcKrazy, Soulful G",33
"El Alfa, Nfasis",33
"El Chapo De Sinaloa",33
"Emma Heesters, Rolf Sanchez",33
"Fabe",33
"Fjellrev, TIX, Hytta",33
"Freeze corleone",33
"Geolier, Dat Boi Dee",33
"Hassan El Shafei, Bosy, Double Zuksh",33
"Jovani, Taja",33
"KATNUF, Ronnie Flex, Jonna Fraser, Caza",33
"Khaid, Shallipopi",33
"Los Diablitos",33
"Maria Mena, Trygve Skaug",33
"Mc Ws da leste, Dj Chadin do C, MC Cothiê",33
"Noah Carter, Hans Philip",33
"Obito, Shiki",33
"Sadam, Solid",33
"Shu-Bi-Dua",33
"Simba La Rue, FT Kings, Sfera Ebbasta",33
"Sufian Suhaimi",33
"The Weeknd, Ariana Grande",33
"Tyr, Stig Brenner",33
"Tăng Duy Tân, Drum7",33
"Ufo361, Monty Datta, Hinshi",33
"Usop",33
"VC Barre, Pablo Paz, takenoelz",33
"Vescan, Eva Timush",33
"YSY A, Quevedo, ONIRIA",33
"a-ha",33
"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",32
"AYLIVA, MERO",32
"Adolphson & Falk",32
"BERKO CHAMP, LEXMENDY, citosxd",32
"Bebe Rexha, David Guetta",32
"Coucheron, Golfklubb",32
"DIFF, Strat",32
"Dani Gambino, Th Mark",32
"Draganov, Inkonnu",32
"Ege Zulu, Joe L",32
"Egor Kreed, JONY",32
"Emmsjé Gauti, Steindi Jr., Þormóður",32
"Ernia, Bresh, Fabri Fibra",32
"Florence + The Machine",32
"Guru Randhawa, Babbu Maan, Sanjoy",32
"Gülşen, Murat Boz",32
"ISAAK",32
"Judit",32
"KayBlack, Murillo e LT no Beat",32
"Keko Salata",32
"Kira7, Bo9al",32
"Lely45",32
"Mc Livinho, DJ TOPO",32
"Męskie Granie Orkiestra, Igo, Mrozu, Vito Bambino",32
"Naira Marley",32
"Nathan Dawe, Joel Corry, Ella Henderson",32
"Nicki Minaj, Drake",32
"ONZY, Draganov",32
"Purplape",32
"RACK, Bloody Hawk, Beyond",32
"RICTA, Kidd",32
"RYM",32
"SDP, IIVEN, NESS",32
"Samir & Viktor",32
"Slings, Bello Figo",32
"THEMOONWILLALWAYSBEWITHME",32
"Taco Hemingway, Oki, schafter, @atutowy",32
"Thomas Helmig, Søs Fenger",32
"Tommy Körberg, Sissel",32
"Toxi$, Egor Kreed",32
"Trinix, Fafá de Belém",32
"Young Fly, DESH",32
"AK AUSSERKONTROLLE",31
"Alvaro Diaz, Quevedo",31
"Anirudh Ravichander, Priya Mali",31
"Ben Cristovao",31
"Chris Abolade, Roc Boyz",31
"Coldplay, BTS",31
"Cyrko, D3W",31
"DEAN",31
"Dame, Separ, SMART",31
"De La Ghetto",31
"Dicte",31
"Gzuz",31
"Hyper Act",31
"Isac Elliot, william, Jore & Zpoppa, Cledos, WILLEM",31
"Jere Klein, Lil Pump, Mateo on the Beatz",31
"Juepak, จ๊ะ นงผณี, GUNNER",31
"Kaifi Khalil, Anmol Daniel",31
"Kaśka Sochacka",31
"Kid Yugi, Simba La Rue",31
"LA NUEVA ESCUELA, Juanjo Morgade",31
"La La Love You, Axolotes Mexicanos",31
"Lella Fadda, Abyusif",31
"Lukas Graham",31
"Luísa Sonza, MC Kevin o Chris",31
"Maher Zain",31
"Mc IG, Veigh, Toledo, Bvga Beatz, Galdino, Honaiser",31
"Medy, Andry The Hitmaker",31
"Nabil",31
"Nicki Minaj, Lil Uzi Vert",31
"Oh Land",31
"Pil",31
"RONDÉ",31
"Rasa, ILO",31
"Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",31
"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",31
"Sadraddin, IL'HAN",31
"Shela",31
"Soley, Esteban Rojas, Reboll333, Los Rogelios, ElMalaFama, DFZM, Robin Rouse",31
"Spirit Of Praise, Mpumi Mtsweni",31
"Steindi Jr.",31
"Strat, Sanko",31
"Tsvetelina Yaneva, Galin",31
"UZI, Dardan",31
"Ufo361, lucidbeatz, Ken Carson",31
"VALMAR",31
"VC Barre",31
"Valentino GRM, Yemil",31
"Wesly Bronkhorst",31
"YANGHONGWON",31
"umiy",31
"ליעד מאיר",31
"21 Savage, Lil Durk, Metro Boomin",30
"Adolescent's Orquesta",30
"Adrina",30
"Alvaro Diaz, Rauw Alejandro",30
"Anuar & Ellina",30
"Aqyila",30
"BESS",30
"Bad Gyal",30
"Blessd, Pirlo, YOVNGCHIMI, Neutro Shorty, NLE Choppa, Foreign Teck",30
"Chivas, Bedoes 2115",30
"Cledos, Turisti",30
"CoolKid, Quang Anh Rhyder",30
"Cyril Kamer, Rvfv, Polimá Westcoast",30
"Danny Saucedo",30
"Daya",30
"Donnie, Snollebollekes",30
"Dětský sbor Camerata",30
"Eladio Carrion, Arcángel, De La Ghetto",30
"FMMB",30
"Fred again.., Delilah Montagu",30
"George Henrique & Rodrigo, Guilherme & Benuto",30
"I.M.T. Smile",30
"Ivandro",30
"Joé Dwèt Filé, ElGrandeToto",30
"KayBlack, AMUSIK, Wall Hein",30
"Kontra K",30
"La Joaqui, DobleP, Gusty dj",30
"Mahmood, Geolier",30
"Michael Jackson",30
"MiyaGi & Endspiel, Rem Digga",30
"My",30
"Nancy Kwai",30
"Nineb Youk, TOQUEL, Jo Lids",30
"PP Krit",30
"RAVA, IDK",30
"Rafat Hasanlı",30
"Ruth Reginalds",30
"SNIK, Marseaux, 2nd Roof",30
"Sel",30
"Star Shah, Zeeshan Ali",30
"Tananai",30
"Victor Leksell, Einár",30
"kavabanga Depo kolibri, Agape",30
"vkie",30
"ปรีชา ปัดภัย",30
"$ourJ",29
"Anton Westerlin, Kundo",29
"Artie 5ive, Sacky",29
"BOYNEXTDOOR",29
"Bruno X Spacc, VALMAR",29
"Chakal Del Sur",29
"Chase & Status, Stormzy",29
"Club Dogo, Marracash",29
"Club Dogo, Sfera Ebbasta",29
"DIFF, Ivan Greko, Spize, BeTaf Beats",29
"DJ Damyan, Ork. Salih Hamburg",29
"DJ TOPO, Seu Jorge, Mc Leozin",29
"Dato' Sri Siti Nurhaliza",29
"Donika, Galena, Azis",29
"Donny Hathaway",29
"Dons, Ozols",29
"Dotter",29
"ElGrandeToto, Rondodasosa",29
"Emanero, Rusherking, Angel Lopez",29
"Empire of the Sun",29
"FANJI",29
"Finesse, Shiva, Capo Plaza, AVA",29
